"id","label","KBM7_CS_label","wang_consensus_o","wang_consensus_e","label_crispr_100","label_crispr_50","label_crispr_25","label_crispr_10","label_CS_ACH_most_freq","label_CS_ACH_CS0_100","fba_label","avana0","avana10","EPGAT_OGEE","avana_OGEE","sanger_OGEE","novartis_OGEE"
"ENSG00000180776","n2317","NE","CS7","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","NE","NE","NE","NE"
"ENSG00000156475","n2318","ND","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000113263","n2319","NE","CS2","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000184210","n2320","ND","CS6","NE","NE",NA,NA,NA,NA,NA,NA,"false","NE","NE","NE","NE","NE",NA
"ENSG00000072133","n2321","NE","CS7","NE","NE",NA,NA,NA,NA,NA,NA,"false","NE","NE","E","NE","NE","NE"
"ENSG00000204007","n2322","NE","CS7","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","NE","NE","NE",NA
"ENSG00000158050","n2323","NE","CS3","NE","NE","NE","NE","NE","NE","CS7","CS7","false","NE","NE","E","NE","NE","NE"
"ENSG00000144724","n2324","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000113721","n2325","NE","CS4","E","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE","NE"
"ENSG00000184307","n2326","NE","CS7","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","NE","NE","NE",NA
"ENSG00000072195","n2327","NE","CS9","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","NE","NE","NE","NE"
"ENSG00000205301","n2328","NE",NA,NA,NA,"NE","NE","NE","NE","CS5","CS5","false","NE","NE","NE","NE",NA,NA
"ENSG00000158716","n2329","NE","CS6","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","NE","NE","NE","NE"
"ENSG00000149177","n2330","NE","CS2","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE",NA
"ENSG00000115085","n2331","NE","CS3","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE","NE"
"ENSG00000184788","n2332","NE","CS7","NE","NE",NA,NA,NA,NA,NA,NA,"false","NE","NE","NE","NE","NE","NE"
"ENSG00000072518","n2333","ND","CS9","NE","NE","NE","NE","NE","NE","CS3","CS3","false","NE","NE","E","NE","NE","NE"
"ENSG00000237172","n2334","NE","CS5","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","NE","NE","NE",NA
"ENSG00000160075","n2335","NE","CS0","E","E","E","E","E","E","CS0","CS0","false","ND","ND","E","E","E",NA
"ENSG00000116106","n2336","NE","CS6","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000186908","n2337","NE","CS8","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","NE","NE","NE","NE"
"ENSG00000072786","n2338","NE","CS8","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","NE","NE","NE","NE"
"ENSG00000251287","n2339","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"false","ND","ND",NA,NA,NA,NA
"ENSG00000162999","n2340","NE","CS7","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE","NE"
"ENSG00000151490","n2341","NE","CS6","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE",NA
"ENSG00000120156","n2342","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000188706","n2343","NE","CS8","NE","NE",NA,NA,NA,NA,NA,NA,"false","NE","NE","NE","NE","NE",NA
"ENSG00000073803","n2344","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000163644","n2345","E","CS7","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","NE","NE","NE",NA
"ENSG00000152104","n2346","NE","CS5","NE","NE","NE","NE","NE","NE","CS8","CS8","false","NE","NE","E","NE","NE","NE"
"ENSG00000122025","n2347","NE","CS2","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000188818","n2348","NE","CS7","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","NE","NE","NE",NA
"ENSG00000074590","n2349","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000164086","n2350","ND","CS9","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","NE","NE","NE","NE"
"ENSG00000152894","n2351","NE","CS3","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000125508","n2352","NE","CS8","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000203972","n2353","NE","CS7","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","NE","NE","NE",NA
"ENSG00000075413","n2354","NE","CS7","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000164088","n2355","NE","CS1","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","NE","NE","NE",NA
"ENSG00000153233","n2356","NE","CS6","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE",NA
"ENSG00000127334","n2357","ND","CS9","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE","NE"
"ENSG00000204160","n2358","NE","CS4","NE","NE","NE","NE","NE","NE","CS3","CS3","false","NE","NE","E","NE","NE",NA
"ENSG00000164332","n2359","NE","CS6","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","NE","NE","NE","NE"
"ENSG00000153707","n2360","E","CS5","NE","NE","NE","NE","NE","NE","CS7","CS7","false","NE","NE","E","NE","NE","NE"
"ENSG00000133216","n2361","NE","CS8","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","NE","NE","NE","NE"
"ENSG00000206077","n2362","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"false","ND","ND",NA,NA,NA,NA
"ENSG00000077264","n2363","NE","CS5","NE","NE",NA,NA,NA,NA,NA,NA,"false","NE","NE","E","NE","NE","NE"
"ENSG00000167065","n2364","ND","CS4","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000155093","n2365","ND","CS5","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000134853","n2366","E","CS3","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE","NE"
"ENSG00000243477","n2367","NE",NA,NA,NA,"NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE",NA,"NE"
"ENSG00000078061","n2368","E","CS4","NE","NE",NA,NA,NA,NA,NA,NA,"false","NE","NE","E","NE","NE","NE"
"ENSG00000167393","n2369","NE","CS2","NE","NE",NA,NA,NA,NA,NA,NA,"false","NE","NE","E","NE","NE",NA
"ENSG00000135333","n2370","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000079277","n2371","E","CS8","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000170836","n2372","NE","CS1","NE","NE","NE","NE","NE","NE","CS1","CS1","false","NE","NE","E","NE","E","NE"
"ENSG00000135605","n2373","NE","CS3","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000080823","n2374","NE","CS8","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE","NE"
"ENSG00000158161","n2375","NE","CS9","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","NE","NE","NE",NA
"ENSG00000136573","n2376","NE","CS3","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000081320","n2377","NE","CS3","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000172830","n2378","NE","CS2","E","NE","NE","NE","NE","NE","CS3","CS3","false","NE","NE","NE","NE","NE","NE"
"ENSG00000158402","n2379","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","NE","NE","NE","NE"
"ENSG00000137764","n2380","E","CS3","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000083290","n2381","NE","CS8","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000175175","n2382","NE","CS2","E","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE",NA
"ENSG00000140443","n2383","ND","CS1","E","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE","NE"
"ENSG00000085511","n2384","NE","CS8","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE","NE"
"ENSG00000175215","n2385","NE","CS2","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE",NA
"ENSG00000140538","n2386","NE","CS2","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000086015","n2387","NE","CS4","NE","NE","NE","NE","NE","NE","CS3","CS3","false","NE","NE","E","NE","NE","NE"
"ENSG00000184203","n2388","E","CS0","E","NE","NE","NE","E","E","CS1","CS1","false","ND","ND","E","NE","NE",NA
"ENSG00000163629","n2389","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000142235","n2390","NE","CS2","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000086232","n2391","NE","CS8","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000184545","n2392","NE","CS6","NE","NE","NE","NE","NE","NE","CS3","CS3","false","NE","NE","E","NE","NE","NE"
"ENSG00000164045","n2393","NE","CS2","NE","NE","NE","NE","NE","NE","CS3","CS3","false","NE","NE","E","NE","NE","NE"
"ENSG00000142627","n2394","ND","CS2","NE","NE","NE","NE","NE","NE","CS7","CS7","false","NE","NE","E","NE","NE","NE"
"ENSG00000087095","n2395","ND","CS6","NE","NE","NE","NE","NE","NE","CS7","CS7","false","NE","NE","NE","NE","NE","NE"
"ENSG00000143322","n2396","NE","CS6","NE","NE","NE","NE","NE","NE","CS7","CS7","false","NE","NE","E","NE","NE","NE"
"ENSG00000087586","n2397","NE","CS0","E","E","NE","E","E","E","CS0","CS1","false","ND","ND","E","E","NE","NE"
"ENSG00000188386","n2398","NE","CS8","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","NE","NE","NE",NA
"ENSG00000143479","n2399","NE","CS6","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000089022","n2400","ND","CS2","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE",NA
"ENSG00000188542","n2401","NE","CS8","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","NE","NE","NE","NE"
"ENSG00000169410","n2402","NE","CS7","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE",NA
"ENSG00000145242","n2403","E","CS5","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000090376","n2404","NE","CS8","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000188716","n2405","NE",NA,NA,NA,"NE","NE","NE","NE","CS4","CS4","false","ND","ND","E",NA,NA,NA
"ENSG00000170324","n2406","NE","CS3","E","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE",NA
"ENSG00000148053","n2407","NE","CS7","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000091436","n2408","NE",NA,NA,NA,"NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE",NA,"NE"
"ENSG00000189037","n2409","E","CS7","NE","NE",NA,NA,NA,NA,NA,NA,"false","NE","NE","NE","NE","NE","NE"
"ENSG00000151422","n2410","ND","CS8","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE",NA
"ENSG00000095015","n2411","NE","CS1","E","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE","NE"
"ENSG00000198842","n2412","NE",NA,NA,NA,"NE","NE","NE","NE","CS6","CS6","false","ND","ND","NE",NA,NA,NA
"ENSG00000173482","n2413","NE","CS6","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE",NA
"ENSG00000153208","n2414","NE","CS5","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000095777","n2415","NE","CS4","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000175354","n2416","ND","CS9","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE",NA
"ENSG00000154928","n2417","ND","CS7","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000096063","n2418","NE","CS2","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000247077","n2419","NE","CS6","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","NE","NE","NE","NE"
"ENSG00000179295","n2420","NE","CS0","E","NE","NE","NE","NE","E","CS1","CS1","false","E","E","E","NE","E","NE"
"ENSG00000157404","n2421","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000097046","n2422","NE","CS0","E","E","E","E","E","E","CS0","CS0","false","ND","ND","E","E","E","NE"
"ENSG00000276023","n2423","NE","CS5","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","NE","NE","NE","NE"
"ENSG00000184007","n2424","ND","CS2","NE","NE","NE","NE","NE","NE","CS3","CS3","false","NE","NE","E","NE","NE","NE"
"ENSG00000157540","n2425","NE","CS1","E","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000099308","n2426","NE","CS2","E","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE","NE"
"ENSG00000184489","n2427","NE","CS2","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000160867","n2428","NE","CS7","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","NE","NE","NE","NE"
"ENSG00000099875","n2429","NE","CS8","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000162434","n2430","NE","CS4","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000100030","n2431","NE","CS1","E","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000162733","n2432","NE","CS6","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE","NE"
"ENSG00000100490","n2433","NE","CS7","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000163785","n2434","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"false","ND","ND","E",NA,NA,"NE"
"ENSG00000100749","n2435","NE","CS3","NE","NE","NE","NE","NE","NE","CS1","CS1","false","E","NE","E","NE","NE","NE"
"ENSG00000164078","n2436","NE","CS3","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","NE","NE","NE","NE"
"ENSG00000100784","n2437","NE","CS2","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE",NA
"ENSG00000196090","n2438","NE","CS8","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","NE","NE","NE","NE"
"ENSG00000164715","n2439","ND","CS4","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","NE","NE","NE","NE"
"ENSG00000101049","n2440","NE","CS3","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000196396","n2441","NE","CS9","E","NE","NE","NE","NE","NE","CS2","CS2","false","NE","NE","E","NE","NE","NE"
"ENSG00000165025","n2442","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000101109","n2443","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000165731","n2444","NE","CS6","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","NE","NE","NE","NE"
"ENSG00000101266","n2445","NE","CS9","NE","NE","NE","NE","NE","NE","CS2","CS2","false","NE","NE","E","NE","NE","NE"
"ENSG00000254505","n2446","NE","CS3","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE",NA
"ENSG00000167601","n2447","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000101349","n2448","NE",NA,NA,NA,"NE","NE","NE","NE","CS5","CS5","false","NE","NE","NE","NE",NA,"NE"
"ENSG00000274391","n2449","NE","CS5","NE","NE",NA,NA,NA,NA,NA,NA,"false","NE","NE","NE","NE","NE","NE"
"ENSG00000167778","n2450","NE","CS2","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE",NA
"ENSG00000101782","n2451","NE","CS2","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000168078","n2452","NE","CS5","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","NE","NE","NE","NE"
"ENSG00000102096","n2453","NE","CS3","E","NE",NA,NA,NA,NA,NA,NA,"false","NE","NE","E","NE","NE","NE"
"ENSG00000169071","n2454","ND","CS5","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE","NE"
"ENSG00000102225","n2455","ND","CS6","NE","NE",NA,NA,NA,NA,NA,NA,"false","NE","NE","NE","NE","NE","NE"
"ENSG00000169398","n2456","NE","CS6","NE","NE","NE","NE","E","E","CS1","CS1","false","E","E","E","NE","NE","NE"
"ENSG00000102572","n2457","NE","CS6","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000171094","n2458","NE","CS4","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE","NE"
"ENSG00000102882","n2459","NE","CS1","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE","NE"
"ENSG00000171105","n2460","E","CS8","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","NE","NE","NE","NE"
"ENSG00000104205","n2461","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000173517","n2462","NE","CS3","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE",NA
"ENSG00000104312","n2463","NE","CS7","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000174292","n2464","NE","CS5","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","NE","NE","NE","NE"
"ENSG00000104375","n2465","E","CS2","NE","NE","NE","NE","NE","NE","CS3","CS3","false","NE","NE","E","NE","NE","NE"
"ENSG00000176105","n2466","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000104814","n2467","ND","CS3","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","NE","NE","NE","NE"
"ENSG00000176444","n2468","NE","CS5","NE","NE","NE","NE","NE","NE","CS1","CS1","false","NE","NE","E","NE","NE","NE"
"ENSG00000104936","n2469","NE","CS2","E","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000178568","n2470","NE","CS8","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000105053","n2471","E","CS7","NE","NE","NE","NE","NE","NE","CS7","CS7","false","NE","NE","E","NE","NE","NE"
"ENSG00000179335","n2472","NE","CS1","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000105146","n2473","NE","CS8","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000182511","n2474","NE","CS2","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE","NE"
"ENSG00000182578","n2475","ND","CS9","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000105221","n2476","NE","CS4","E","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000182580","n2477","NE","CS7","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE","NE"
"ENSG00000105287","n2478","NE","CS4","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000183317","n2479","NE","CS8","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","NE","NE","NE","NE"
"ENSG00000105613","n2480","NE","CS4","NE","NE","NE","NE","NE","NE","CS3","CS3","false","NE","NE","E","NE","NE","NE"
"ENSG00000185483","n2481","E","CS8","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","NE","NE","NE","NE"
"ENSG00000105810","n2482","E","CS2","E","NE","NE","NE","NE","NE","CS1","CS1","false","E","E","E","NE","NE","NE"
"ENSG00000196411","n2483","ND","CS6","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","NE","NE","NE","NE"
"ENSG00000106617","n2484","NE","CS3","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE","NE"
"ENSG00000197122","n2485","NE","CS7","NE","NE","NE","NE","NE","NE","CS3","CS3","false","NE","NE","NE","NE","NE","NE"
"ENSG00000106683","n2486","NE","CS5","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","NE","NE","NE","NE"
"ENSG00000198400","n2487","E","CS3","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","NE","NE","NE","NE"
"ENSG00000204580","n2488","NE","CS3","E","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000107643","n2489","NE","CS8","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000248099","n2490","NE","CS4","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","NE","NE","NE",NA
"ENSG00000107779","n2491","NE","CS6","NE","NE","NE","NE","NE","NE","CS3","CS3","false","NE","NE","E","NE","NE","NE"
"ENSG00000254087","n2492","ND","CS2","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000107968","n2493","NE","CS6","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000275342","n2494","NE",NA,NA,NA,"NE","NE","NE","NE","CS8","CS8","false","NE","NE",NA,"NE",NA,"NE"
"ENSG00000108443","n2495","NE","CS1","NE","NE","NE","NE","NE","NE","CS2","CS2","false","NE","NE","E","NE","NE","NE"
"ENSG00000108946","n2496","NE","CS4","NE","NE","NE","NE","NE","NE","CS1","CS1","false","NE","NE","E","NE","NE","NE"
"ENSG00000109339","n2497","NE","CS3","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000110422","n2498","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000110931","n2499","E","CS5","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE","NE"
"ENSG00000111837","n2500","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000112062","n2501","NE","CS8","E","NE","NE","NE","NE","NE","CS3","CS3","false","NE","NE","E","NE","NE","NE"
"ENSG00000112079","n2502","NE","CS3","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000112144","n2503","NE",NA,NA,NA,"NE","NE","NE","NE","CS6","CS6","false","ND","ND","E",NA,NA,NA
"ENSG00000112739","n2504","NE","CS5","NE","NE","NE","NE","NE","NE","CS1","CS1","false","NE","NE","E","NE","NE","NE"
"ENSG00000113712","n2505","NE","CS1","NE","NE","NE","NE","NE","NE","CS1","CS1","false","E","NE","E","NE","E","NE"
"ENSG00000114302","n2506","NE","CS2","NE","NE","NE","NE","NE","NE","CS3","CS3","false","NE","NE","NE","NE","NE","NE"
"ENSG00000114670","n2507","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000114738","n2508","NE","CS3","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000114739","n2509","NE","CS2","E","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000114904","n2510","NE","CS2","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000115170","n2511","E","CS2","NE","NE","NE","NE","NE","NE","CS6","CS6","false","NE","NE","E","NE","NE","NE"
"ENSG00000115661","n2512","NE","CS9","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","NE","NE","NE","NE"
"ENSG00000115687","n2513","NE","CS7","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000115694","n2514","NE","CS6","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000115825","n2515","NE","CS8","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE","NE"
"ENSG00000115977","n2516","NE","CS3","NE","NE","NE","NE","NE","NE","CS3","CS3","false","NE","NE","E","NE","NE","NE"
"ENSG00000116141","n2517","NE","CS8","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","E","NE","NE","NE"
"ENSG00000117020","n2518","NE","CS9","NE","NE","NE","NE","NE","NE","CS7","CS7","false","NE","NE","E","NE","NE","NE"
"ENSG00000117266","n2519","NE","CS3","NE","NE","NE","NE","NE","NE","CS5","CS5","false","NE","NE","NE","NE","NE","NE"
"ENSG00000117650","n2520","NE","CS2","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE","NE"
"ENSG00000117676","n2521","NE","CS2","NE","NE","NE","NE","NE","NE","CS3","CS3","false","NE","NE","E","NE","NE","NE"
"ENSG00000118046","n2522","NE","CS0","E","NE","NE","NE","NE","NE","CS1","CS1","false","E","E","E","NE","NE","NE"
"ENSG00000118515","n2523","NE","CS4","NE","NE","NE","NE","NE","NE","CS4","CS4","false","NE","NE","E","NE","NE","NE"
