name,label
NRTN,CS6
GFRA2,CS5
CSF2RB,CS6
TG,CS6
CTLA4,CS5
CD80,CS5
CD28,CS6
TFRC,CS1
HFE,
CEACAM8,CS5
ALK,CS4
COL14A1,CS5
GLS,CS4
CAPN2,CS6
TIA1,CS5
SRP9,CS0
FGFR2,CS5
SYK,CS5
CD79B,CS6
KIF1C,CS5
IL12RB2,CS3
CD63,CS5
PTPRD,CS6
SH2B1,CS4
ITK,CS5
FGR,CS5
CAP1,CS1
PDGFA,CS6
PDGFB,CS6
ITGA2,CS6
LRP5,CS3
NR2F1,CS5
IRAG1,CS6
DES,CS4
GMIP,CS5
CREM,
NET1,CS4
NRF1,CS0
MAP4K1,CS6
FRS2,CS4
WNT4,CS6
SFRP2,CS5
PDCL,CS1
PDC,CS4
F2R,CS4
SNX1,CS4
THBS1,CS6
FOSL2,CS3
ITGB1BP1,CS6
BCL2L14,CS5
GEMIN5,CS0
PRKCQ,CS6
MAFK,CS5
SLC7A5,CS1
PLAGL1,CS5
LMO1,CS6
BLNK,CS5
DNM3,CS3
AGFG1,CS6
IGF2,CS5
CDH8,CS7
STK11IP,CS5
AGPS,CS6
GNPAT,CS5
PGF,CS6
COPS8,CS0
COPS7B,CS6
CX3CR1,CS6
CX3CL1,CS6
PTPRE,CS6
CD8A,CS6
CD8B,
APBA3,CS7
FGFBP1,CS6
C3,CS5
CFP,CS6
ERG,CS5
SYNM,
RHO,CS5
CSRP3,CS6
LDHD,CS5
THBD,CS4
PROC,CS4
NEFL,
NEFH,CS5
SPINT1,CS3
ST14,CS6
WASF3,CS5
WASF2,CS3
CSNK1A1,CS1
HMGB2,CS6
RCC1,CS0
PPP1R14A,CS6
ERF,CS6
HMOX1,CS6
AMPH,CS4
C5,CS4
C6,CS6
C7,CS6
CACNG2,CS5
GRM7,CS5
INHBA,CS6
INHA,CS5
STAT5B,CS4
SCT,CS6
SCTR,CS5
RAB11FIP3,CS6
RAB11FIP5,CS6
S100Z,CS6
CSTF1,CS0
GDF5,CS4
GDF6,CS6
UTY,
KDM6A,CS7
TLE2,CS6
ITGA5,CS4
CSF1,CS4
PDGFC,CS5
GLI2,CS4
FAP,CS6
AP3S2,CS5
ARF5,CS5
HNRNPF,CS2
PDCD2,CS0
ARCN1,CS0
GPC3,CS6
MYCN,CS4
MYCL,CS4
LAMA3,CS5
PTPRJ,CS5
KLKB1,CS6
F11,CS6
TNFRSF13B,CS5
GLDC,CS4
FCGR2A,CS6
FCGR1A,
GOSR1,CS3
GOSR2,CS0
STX17,CS6
IL2RG,CS6
CFI,CS6
SF3B6,CS0
RERE,CS4
FGF19,CS5
FGFR4,CS4
PDE4A,CS4
SKAP2,CS4
PRAM1,CS5
KPNB1,CS0
C1S,CS4
MAP3K14,
PSKH1,CS7
SH2B2,
MUSK,CS6
SFTPA1,CS3
DMBT1,CS4
COL7A1,CS4
CXCR4,CS5
ALPP,CS7
TNFRSF10A,CS5
CPB2,CS5
FLNB,CS4
NOSTRIN,CS4
COL2A1,CS6
SOS2,CS5
LY96,CS5
NOS1AP,CS2
SCN3A,CS5
PRLHR,CS6
LDLR,CS3
ITGB3,CS3
MMP2,CS6
DNAJC3,CS6
KLK1,CS6
SERPINA4,CS5
SHOC2,CS2
KRT5,CS5
ETV1,CS6
VWF,CS6
GP1BA,CS5
CTCF,CS0
LMX1A,CS5
F2,CS4
BRD2,CS2
C8B,CS5
CAV2,CS5
PLCG2,CS7
TNKS2,CS6
ALAS2,CS6
SUCLA2,CS2
NECAB3,CS4
GNB4,CS4
GNG13,CS4
EHD1,CS4
EHD3,CS6
STK26,CS5
ST6GAL1,CS6
IFNA2,CS6
IFNAR2,CS5
TPBG,CS6
SRP19,CS0
IPO5,CS3
IPO7,CS0
IPO8,CS5
CISH,CS5
YKT6,CS0
SEC22A,CS3
BET1L,CS4
ATP23,CS2
NR0B2,CS3
MLXIP,
PTPN7,CS3
TEC,CS5
ACVR2B,CS5
NOS2,CS5
GAR1,CS1
SEC61B,CS1
ELF1,CS4
CNR1,CS6
TRAF5,CS5
FCGR3B,
IGHG1,
MELK,CS3
TNIK,CS6
ITGB4,CS4
ADRB2,CS4
ADRB3,CS5
CUBN,CS4
APOL1,CS6
NOG,CS5
NPY,CS5
LY86,CS6
CD180,CS5
SH3BP5,CS7
MSTN,CS5
FSTL3,CS6
AXL,CS6
TNS2,CS3
NAB2,CS6
APC2,CS4
AXIN2,CS4
DUSP3,CS4
SSX2IP,CS5
DDX1,CS2
RAB3B,CS5
FBXL4,CS5
FBXL5,CS6
BGN,CS6
GTF2F2,CS0
AKAP12,CS5
CD36,CS4
HSD11B1,CS4
NID1,CS5
NID2,CS5
GRK5,CS5
LCT,CS4
IFNGR2,CS7
AREG,CS6
PLIN3,CS5
TNFSF11,CS5
GAST,CS7
MEP1B,CS6
MEP1A,CS6
SIL1,CS4
M6PR,CS5
GRHL3,CS6
GRHL1,CS6
GRHL2,CS4
MBL2,CS6
PSMB4,CS0
HLA-F,
TMPO,CS6
ICAM5,CS6
RARB,CS5
IL10RA,CS6
ITGA8,CS5
IL7R,CS6
PDIA3,CS6
CD46,CS4
FCGRT,CS6
ADAM10,CS6
UTRN,CS5
BRD4,CS1
HERC5,CS5
ROS1,CS6
CIDEB,CS4
PCNT,CS3
ADAM9,CS6
CHRNA1,CS5
CHRNG,CS3
NLRP1,CS7
MAP3K10,CS6
KIF3A,CS5
KIF17,CS5
DPM2,CS1
DPM3,CS2
SPARC,CS6
COL3A1,CS5
COL5A1,CS5
ICAM1,CS6
IL5RA,CS6
MMP7,CS5
TNFRSF8,CS3
TNFSF8,CS5
ENG,CS5
CDC42EP2,CS4
POLH,CS4
CCN2,CS7
GRK1,
SKIL,CS5
MEIS1,CS6
APOA2,CS5
EIF1AX,CS0
TNFRSF12A,CS3
PLG,CS3
FLT4,CS6
VEGFC,CS5
SLA,CS6
LAT,CS5
PTPN1,CS2
PSMC3IP,CS5
GGH,CS6
PPP3R1,CS4
TNKS1BP1,CS4
CDH23,CS4
CCL3,CS6
ABCD1,CS5
ABCD2,CS4
TNFAIP6,CS6
TJP3,CS4
PATJ,CS4
F12,CS6
DYNLT1,CS3
SH3BP2,CS6
GALNT12,CS5
MUC5AC,
ITGB6,CS5
SSTR2,CS5
TP53AIP1,CS6
VTN,CS3
TCF20,CS6
KCNJ5,CS7
CAMK2G,CS4
FLT3,CS4
ATP2B4,CS3
NRP1,CS6
LATS1,CS5
PTPRA,CS5
ZNF148,CS7
GNG10,CS6
SMAD5,
SRP54,CS0
CFH,CS5
KCNG3,CS5
KCNH1,CS5
KCNV2,CS6
EPHA2,CS7
VEGFD,CS6
EIF5,CS0
OTC,CS6
CHMP3,CS1
LGALS3,CS5
MLH3,CS4
PMS1,CS5
TGFBI,CS6
MKI67,CS3
DLGAP1,CS6
CDC42SE1,CS2
CDC42SE2,CS6
KLRK1,CS6
ITGAL,CS5
PRELP,CS3
FBLN2,CS6
GRIN2C,CS4
IL10,CS5
NR6A1,CS4
TEAD2,CS5
PRF1,CS6
NR5A2,CS4
EDF1,CS4
NR1H3,CS4
DAG1,CS5
CRP,CS5
C1QA,CS5
ZNF335,CS0
CBLC,CS4
DOCK2,CS5
RPS6KC1,CS4
SPHK1,CS4
CLINT1,CS5
GYPC,CS6
BCL2L10,CS5
POU1F1,CS4
OSM,CS5
LTA,CS4
ATOX1,CS6
SYNRG,CS5
GM2A,CS6
NQO1,CS5
CRIPT,CS3
RYR3,CS6
RAD18,CS4
FXN,CS1
VGLL1,CS7
PTCH1,CS5
SMO,CS6
PTCH2,CS3
TIMP3,CS6
MST1R,CS5
PTPRR,CS5
PTPN5,CS6
S1PR4,CS5
NAGPA,CS4
RASSF5,CS5
NCF2,CS5
NUCB1,CS6
ACTR1A,CS1
CRHBP,CS5
UCN,CS4
CDC25C,CS5
DDB2,CS4
KIR2DS2,
CCR4,CS4
GRK3,CS4
IGFBP1,CS5
AHSG,CS6
PCBP2,CS0
APEX1,CS4
MMP3,CS6
FABP1,CS5
DIAPH3,CS3
TAF1A,CS1
TAF1B,CS1
PIGA,CS6
PIGP,CS5
PIGQ,CS5
SH2D2A,CS5
CXCL12,CS5
MYBL1,CS7
C1D,CS2
BLK,CS7
AMD1,CS1
HLA-DRB1,
HLA-DMA,
VAMP1,CS6
VAPA,CS4
ANKS1B,
KIR2DL1,CS4
FRK,CS5
ACR,CS4
STX12,CS4
CD19,CS4
CR2,CS4
SPTBN4,CS4
PDCD4,CS6
GDF15,CS6
UCP1,CS6
WBP1,CS1
WBP2,CS5
COL4A2,CS6
TPD52,CS7
MAL2,
LEP,CS4
POU2AF1,CS4
ARHGAP35,CS9
TAF8,CS1
POU5F1,CS4
RCAN1,CS6
ACBD3,CS6
TNFRSF21,CS6
SERPINF2,CS7
HSPA14,CS2
MID1,CS6
TRIM3,CS6
TRIM5,CS6
TRIM6,CS6
TRIM8,CS4
TRIM11,CS5
TRIM25,CS5
TRIM26,CS4
TRIM31,CS6
CYBA,CS5
FH,CS3
TNFSF14,CS5
LTBR,CS5
F13A1,CS6
F13B,CS5
AANAT,CS4
PKIA,CS5
TRIM63,CS7
IRS4,CS4
RANGRF,CS6
DRD1,CS6
ADORA1,CS4
STIM1,CS5
STIM2,CS5
PTHLH,CS6
PTH1R,CS6
CLPP,CS4
DNAJC7,CS4
SPTB,CS4
RGS18,CS6
APCS,CS4
C4BPA,CS7
HOXC4,CS4
HOXD4,CS5
DLX2,CS4
MAP3K13,CS5
MME,CS6
GRIA4,CS6
GRIA2,CS6
GRIA3,CS6
FGB,CS7
KCND2,CS4
NFIL3,CS6
DGAT1,CS3
RAC3,CS3
NPPA,CS6
NPR3,CS5
NPPC,CS4
NPR2,CS3
CSF3R,CS5
TNFRSF11B,CS6
KMT5A,CS1
RNF144A,CS7
CD6,CS4
ALCAM,CS4
TAS1R3,CS5
TAS1R1,CS5
HLA-E,
C1R,
ITPR3,CS4
PTTG1,CS2
PRDX6,CS5
AVPR2,CS7
CD5,CS4
ARID3B,CS4
TYRO3,CS3
RIPK4,CS4
DMPK,CS5
DLGAP2,CS7
GRB14,CS4
CLIP2,CS5
PARD6B,CS1
IRAK2,CS6
IRAK3,CS5
GATA3,CS4
ATRIP,CS1
SSBP1,CS2
SSBP3,CS1
EVPL,CS5
SOX18,CS7
OMP,CS5
BEX1,CS6
MMP1,CS6
SHH,CS7
EIF2B4,CS0
PKNOX1,CS4
OTX2,CS6
PAH,CS6
UNG,CS4
HOXB1,CS6
UAP1,CS3
METAP2,CS1
TOB2,CS6
PPP2R5B,CS3
CCNG2,CS6
PPP2R5C,CS5
RP2,CS6
SGCD,CS5
SGCG,CS5
ELK3,CS5
PBX2,CS3
KIR2DL4,CS5
GUSB,CS4
CES1,CS4
PRM1,CS5
WNT1,CS3
SFRP1,CS6
WNT2,CS6
FZD6,CS6
CD1D,CS3
ASB8,CS5
AHCYL1,CS1
TEP1,CS5
CYP11A1,CS4
FDX1,CS2
JAG1,CS6
DLL1,CS5
ARHGEF3,CS5
AGTR1,CS4
NMU,CS5
NMUR2,CS6
TLN2,CS6
TNR,CS7
BCAN,CS4
BICD2,CS4
AKT3,CS7
MAP3K4,CS4
EAF1,CS1
ELL2,CS3
PTTG1IP,CS6
STX7,CS4
BACH1,CS5
ASGR1,CS6
ASGR2,CS7
SLC22A1,CS6
TRPC7,CS5
TNFRSF11A,CS6
CASP7,CS6
CASP12,
ITGB7,CS4
RAG1,CS4
NFYC,CS0
FSHR,CS5
HOXD9,CS4
KCNJ11,CS5
KCNJ8,CS7
RLBP1,CS6
RDH5,CS4
CCL4,
XPOT,CS1
KITLG,CS6
OLFM3,CS5
MYOC,CS5
ITGA6,CS5
CELF2,CS5
CTSS,CS6
IGFALS,CS4
NTF3,CS5
NTRK2,CS6
NTRK3,CS5
MTNR1A,CS5
GNA11,CS5
SPINT2,CS4
KLF3,CS6
PZP,CS5
ITGAD,CS5
ICAM3,CS5
TEK,CS6
ANGPT1,CS4
ANGPT2,CS6
STK35,CS5
SERPINI1,CS5
GDI2,CS5
OSBP2,CS6
ADAM19,CS6
LCAT,CS4
SORL1,CS4
OPRM1,CS5
ADA,CS5
C5AR1,CS6
FGF9,CS6
PTGS2,CS5
EFNB1,CS6
MAP4K2,CS4
MIA,CS6
BFSP1,CS6
DUSP16,CS4
PRKCG,CS7
SLPI,CS5
KCNAB2,CS6
PPP2R3B,CS4
PPP2R3A,CS5
CLYBL,CS7
SH3GLB1,CS6
RILP,CS2
PPP2R1B,CS7
DMC1,CS7
ADAM12,CS6
LCN2,CS4
NLRP4,CS5
JAG2,CS5
PAPPA2,CS6
MAPRE1,CS2
CD3E,CS6
ENPP1,CS5
HMGN1,
FCER2,CS5
COL25A1,CS5
LAMA5,CS6
LAMA1,CS6
KCNJ6,CS5
SMG1,CS0
FMOD,CS7
NLGN2,CS4
NLGN1,CS5
NLGN3,CS5
MXD3,CS5
CREBZF,CS5
ODF1,CS2
SPAG4,CS4
CLCF1,CS6
LDHB,CS5
KCNE1,
KCNE2,CS5
IL18BP,CS4
IL18,CS5
LHX3,CS4
TSPAN4,CS4
HSD17B10,CS1
NCR1,CS6
CD59,CS5
NCR3,CS6
AUH,CS5
SALL1,CS5
GDA,CS5
SLC26A8,CS4
TSN,CS6
POLD3,CS0
USP10,CS1
CTNNAL1,CS6
ICAM2,CS7
AMBP,CS5
EPHA7,CS6
EFNA5,CS4
SYT13,CS6
NRXN1,CS5
SEMA6A,CS6
RAPGEF3,CS6
RAPGEF4,CS4
RAPGEF5,CS5
ICMT,CS3
CRH,CS4
CRHR2,CS6
PARG,
PRKG2,CS5
MYLK,CS6
LAMTOR3,CS1
LAMTOR2,CS1
WRNIP1,CS6
EIF4B,CS1
CAMK1,CS6
QDPR,CS6
TMED2,CS1
BLZF1,CS4
TMED3,CS5
TGFA,CS5
TMED10,CS1
PKLR,CS4
DUSP19,CS4
NR2F2,CS7
CSF2,CS4
CSF2RA,CS6
SRA1,CS5
TMEM132A,CS6
TNFRSF9,CS4
CDC34,CS7
ANAPC2,CS0
FGG,CS6
ELP3,CS1
ELP2,CS1
ELP4,CS1
ASAP1,CS6
SP2,CS2
SP4,CS6
GP1BB,CS4
KCNK3,CS8
WNT3A,CS6
FZD1,CS6
WNT5A,CS7
CCS,CS2
ZNF33A,CS7
ARHGEF6,CS7
CUL7,CS4
FBXO3,CS5
FBXO22,CS5
TUBA1B,CS0
FBXW8,CS5
GLRB,CS5
SWAP70,CS5
PITPNM3,CS4
PITPNM1,CS3
PITPNM2,CS4
DOK4,CS5
MPL,CS4
ATXN2L,CS4
GAB3,CS7
HOXB3,CS3
HOXC6,CS3
HOXD3,CS5
HOXD8,CS6
HOXD10,CS3
HOXD11,CS4
SNAPC1,CS0
SNAPC3,CS0
TNC,CS6
PPP1R10,CS1
RRP1B,CS6
HTR1A,CS4
S1PR3,CS5
GPR26,CS6
S1PR1,CS6
HTR1D,CS6
RARG,CS4
BICD1,CS4
CCNG1,CS4
SPDEF,CS5
NKX3-1,
UBE2R2,CS5
CYC1,CS2
RGS3,
BDKRB2,CS6
TNFRSF4,CS5
AKAP14,CS5
LAIR1,CS4
NKX2-1,
SNRPC,CS0
CAV3,CS6
ARL4A,CS4
EAF2,CS4
ELN,CS5
MFAP2,CS5
P2RX4,CS4
SNCB,CS6
SLC8A1,CS5
ARHGDIB,CS7
ZNF239,CS4
SIX5,CS5
EYA3,CS4
SIX4,CS5
EIF4EBP2,CS3
TUBB2B,CS5
TRIM55,CS5
TRIM54,CS4
ERCC5,CS5
CCR1,CS6
CCL23,CS6
DRP2,CS6
PRKAA1,CS6
CLIP1,CS5
FNIP1,CS8
RPS6,CS0
POLDIP3,CS6
RPS6KB2,CS6
EEF2K,CS6
RRN3,CS0
MLST8,CS1
EIF2A,CS4
DOCK7,CS2
FLCN,CS3
NRAP,CS6
IFT172,CS6
LHX4,CS4
ATF7,CS2
FST,CS5
INHBB,CS4
ADD2,CS5
UCHL3,CS5
AVPR1A,CS2
AVPR1B,CS4
GULP1,CS6
MYOZ3,CS5
AP3S1,CS3
ELMO1,CS6
AVIL,CS3
NCAN,CS4
STON2,CS7
EPS15L1,CS4
SYT2,CS3
ZDHHC16,CS5
PODXL,CS4
IFNG,CS7
IFNGR1,CS5
TAF2,CS1
CFHR5,CS4
MAST1,CS4
NPHP4,CS4
IL22RA2,CS6
IL22,CS5
BNC1,CS4
BANF1,CS0
ABCA4,CS2
CNGB1,CS6
POU4F1,CS7
POU4F2,CS5
DLX5,CS4
HOXC8,CS4
SNX6,CS4
TAP2,CS6
SNAPC2,CS0
IDE,CS5
REXO4,CS5
LBP,CS5
CFHR1,CS6
KLRD1,CS5
ARHGAP10,CS5
PKN3,CS4
ARHGAP26,CS7
UTF1,CS6
ERCC6,CS5
TGFBRAP1,CS2
PTGFRN,CS5
TLX2,CS5
ARL2BP,CS4
CNTNAP2,CS5
CBLIF,CS5
SYNC,CS5
CHGA,CS5
CEBPE,CS3
DAPK1,CS5
SHARPIN,CS4
RANBP10,CS4
FMNL3,CS6
MECP2,CS5
STX6,CS5
STX16,CS6
VTI1A,CS5
COL17A1,CS5
TJAP1,CS3
SHC3,CS3
ABCB7,CS0
FECH,CS2
CCL3L1,
UIMC1,CS4
NCAPD2,CS0
ATP6V1H,CS0
IL13RA1,CS6
PTPRG,CS5
SEMA4C,CS4
POU3F1,CS6
PTPRM,CS5
PTPN22,CS4
NLK,CS7
TCF7L2,CS5
TGFBR3,CS5
C9,CS6
TOMM22,CS1
MAPKAPK5,CS4
ITM2B,CS3
TPSAB1,CS4
ANGPT4,CS7
TIE1,CS3
PRB3,
IL21R,CS5
MUC2,
GALNT14,CS5
MUC7,CS6
MUC13,
SH2B3,CS5
CD3D,CS2
IVL,CS7
PI3,CS7
ARHGAP17,CS5
CYFIP1,CS2
BMP6,CS4
ADGRB1,CS5
B4GALNT1,CS4
HIP1R,CS5
OPRL1,CS5
PNOC,CS6
ARF4,CS0
DAB2IP,CS6
RAB6B,CS4
ENC1,CS5
FBN1,CS5
POGZ,CS1
KLK2,CS7
ATP6AP2,CS1
KIF20A,CS1
RGS5,CS6
GALNS,CS4
EBI3,CS4
GPR143,CS6
SUCLG2,CS5
CHML,CS5
TAPBP,CS4
ARHGEF4,CS6
HOXB8,CS5
SLC26A3,CS5
BEST1,CS5
EFNB2,CS6
ISL1,CS6
ISL2,CS5
VCAM1,CS5
REPS2,CS7
SRY,
ITPR2,CS6
GSTA1,
LMBR1L,CS3
IER3,CS4
HNF1B,CS0
IL15RA,CS4
OCRL,CS4
MCAM,CS6
NFE2L3,CS2
RAB13,CS4
CD34,CS6
SEC23A,CS4
SEC24B,CS6
TLN1,CS1
G6PD,CS2
SYT7,CS4
SYT8,CS7
SYT3,CS4
SLAMF1,CS4
SLC12A3,CS4
NR3C2,CS6
IL17RB,CS5
IL17B,CS6
PIGS,CS3
RAB27B,CS6
FRAT1,CS4
DYNC2H1,CS5
DYNC2LI1,CS6
SGK3,CS6
KIR2DL3,CS5
HR,CS4
ESRRA,CS2
ESRRB,CS6
SH2D1B,CS4
AHRR,CS4
REPS1,CS5
LPA,CS3
THEM4,CS4
FCER1G,CS5
MS4A2,CS5
TSPO,CS6
TSPOAP1,CS5
MS4A1,CS5
KCNS3,CS6
HCFC1R1,CS2
SCARB1,CS4
IL2RA,CS5
PAG1,CS6
TRAT1,CS6
PCIF1,CS4
F5,CS5
NRXN2,CS4
NRXN3,CS6
AGRN,CS3
MMP8,CS5
MMP10,CS5
MMP13,CS5
CXCR1,CS6
RYK,
EPHB3,CS4
C4A,
AP4M1,CS5
PLA2G4C,CS6
GJB1,CS6
CD55,CS4
RBP1,CS6
PIP,CS5
DUSP1,CS3
NRDC,CS2
CSN3,CS6
BANK1,CS5
CCR3,CS4
PAPPA,CS4
LDHA,CS2
RNMT,CS1
RNGTT,CS0
FBXO32,CS7
ESRRG,CS4
IRF8,CS5
ITGA9,CS4
MYOG,CS6
GPC1,CS5
DBF4B,CS4
APOBEC2,CS6
H2BU1,CS3
NMB,CS6
NMBR,CS6
SF3A2,CS0
TUBGCP3,CS0
TUBGCP2,CS0
PRIM1,CS0
CRHR1,CS5
TNFSF15,CS6
TNFRSF6B,CS7
PEX11B,CS2
SLC25A17,CS6
CREB5,CS7
NMT1,CS1
THBS3,CS3
SENP3,
MAP3K6,CS5
CLIC3,CS5
MAPK15,CS4
NXF2,
DYNC1LI1,CS4
FBXO2,CS4
ACP3,CS6
CCNB3,CS6
PLAG1,CS6
CDK3,CS4
NR1I3,CS5
FCN1,CS6
TIRAP,CS6
HELZ2,CS5
ADRA2B,CS5
ADRA2C,CS6
TMBIM6,CS5
INSRR,CS5
BCAT2,CS6
PAIP1,CS3
ADORA2B,CS7
HLA-DOB,
IL9R,CS3
IREB2,CS4
SIGMAR1,CS4
ANK2,CS6
PTPA,CS1
MYOT,CS4
TNFRSF18,CS6
EFNB3,CS6
MADD,CS7
GLI1,CS2
KATNB1,CS2
BIRC7,CS7
COL6A1,CS7
SCGB1A1,CS5
STRADB,CS3
PAK1IP1,CS0
CD33,CS5
MASP1,CS5
MASP2,CS6
C2,CS5
C4B,
IRF9,CS4
ZKSCAN8,CS6
MYF5,CS4
MYF6,CS4
TAL2,CS6
CRB2,CS4
CDC14B,CS4
MPIG6B,CS4
MAPK13,CS5
FGF12,CS6
FGF13,CS6
TBC1D10A,CS5
HOXA10,CS4
CFHR3,CS4
CFHR4,
P4HTM,CS3
PIGH,CS1
ALOX12,CS6
TRIB1,CS5
MLLT1,CS5
CD53,CS4
CDH6,CS5
CDH18,CS6
ERCC8,CS5
IGFBP6,CS4
IGFBP4,CS5
FLOT2,CS4
VEGFB,CS4
GAS6,CS5
STAG1,CS5
STAG2,CS2
ODC1,CS6
IFI16,CS5
RALGPS1,CS4
RIT2,CS5
FLI1,CS4
SYNPO,CS7
CCT6A,CS0
CCT4,CS0
IGBP1,CS0
PPP4R4,CS6
CTTNBP2,CS5
CTTNBP2NL,CS4
STRIP2,CS4
CCT8,CS0
SIKE1,CS4
FGFR1OP2,CS2
PPP2R2D,
PPME1,CS2
PPP2R5E,CS3
CEP43,CS1
CCT6B,CS5
TRAF3IP3,CS4
BIRC8,CS5
ZBTB7A,CS2
CNN1,CS5
MYO1A,CS3
MATN2,CS5
NEB,CS5
PDP1,CS5
PDP2,CS4
ITGAX,CS5
DCX,CS7
B3GAT3,CS3
CNTNAP4,CS6
CNTNAP3,CS4
SGCA,CS4
CST5,CS6
IGFBP2,CS6
FURIN,CS4
LAMB3,CS5
LAMC2,CS4
IRAK1BP1,CS6
HMMR,CS3
OPHN1,CS7
LTB,CS6
LAT2,CS4
COL4A3,CS5
IL4,CS5
SYT6,CS5
SAG,CS6
NPNT,CS5
MAG,CS4
COL10A1,CS6
CIZ1,CS3
CASP8AP2,
GDE1,CS4
TESK1,CS3
TESK2,CS4
RFX4,CS4
ACHE,CS4
TIMP4,CS7
NFKBIZ,CS5
PAK3,CS5
AP3B2,CS5
VIPR1,CS5
CDH4,CS6
PDK3,CS4
PTPN18,CS6
HP,
CTSD,CS7
MPP5,
CA4,CS6
NPHS2,CS4
TCL1B,CS5
CLCA1,CS5
CHST15,CS7
EPHA8,CS6
PAX2,CS4
HEY1,CS5
GPR37,CS6
UBE2G1,CS4
UBE2J1,CS3
TWSG1,CS6
CHRD,CS5
BMP1,CS7
IL1RN,CS6
IL1R2,CS5
EPB42,CS5
RAB4B,CS4
ACVRL1,CS6
PLCB3,CS4
DLGAP3,CS5
TPM2,CS4
RNF19A,CS4
BDNF,CS5
SCAF11,CS3
CYTIP,CS4
GCG,CS7
GLP1R,CS6
NRL,CS5
FIZ1,CS7
SENP1,CS4
POLR3A,CS0
NISCH,CS2
GBP3,CS4
WT1,CS6
CCNB2,CS6
RAB33B,CS6
EDA2R,CS6
SGO1,CS0
RGS12,CS7
CARD10,CS3
SERPINA1,CS6
KLK3,CS6
PILRA,CS4
SAA1,
NUP210,CS5
INHBE,CS1
MAP4K5,
SLC7A7,CS6
TLCD3A,CS6
ACKR2,CS5
CCL8,CS7
CCL13,CS4
PIK3CB,CS2
SOX4,CS6
CCL11,CS6
CD14,CS5
MPZ,CS4
PMP22,CS5
CSRP2,CS6
PTPRH,CS6
TAOK3,CS4
NEUROD2,CS4
GATA5,CS4
KLF2,CS5
UPK1A,CS4
UPK2,CS4
UPK3A,CS6
UPK1B,CS6
MYL2,CS5
NF1,CS4
TACR2,CS6
TACR1,CS4
PRPS2,CS6
SYN3,CS6
TAF12,CS1
ETV5,CS5
TFEC,CS7
ATF6,CS4
SCN1A,CS5
SCN5A,CS4
MAPK12,CS6
PTPRN,CS6
NTF4,CS5
NFE2L1,CS4
NFATC1,CS6
DOC2A,CS5
FZD2,CS6
FZD4,CS7
CLDN4,CS6
CLDN6,CS3
CLDN8,CS6
BTBD1,CS6
SIX3,CS6
SIX6,CS6
PPM1E,CS4
HMGN2,CS1
NKRF,CS5
TAF4B,CS6
EBF2,CS6
EBF3,CS5
OMG,CS5
RTN4R,CS6
TFPI,CS5
F9,CS5
ZCCHC8,
DGUOK,CS4
IFT57,CS3
VPS16,CS1
VPS33A,CS1
SH3BP1,CS5
MTBP,CS0
OSMR,CS7
PTPRO,CS5
CLIC5,CS6
MOS,CS5
MZF1,CS3
TSHR,CS6
RPL14,CS0
RAB15,CS4
CDK5RAP1,CS5
CD24,
FGF3,CS5
NOTCH4,CS5
EXPH5,CS6
RAPGEF2,CS5
IFRD1,CS5
ZIC1,CS7
ZIC2,CS5
ZIC3,CS6
SLA2,CS7
CARD11,CS4
DGKQ,CS6
MCF2,CS7
OSBP,CS1
PAX1,CS4
MEOX1,CS5
PAX8,CS0
CLCN3,CS7
NR2F6,CS6
GRAP,
PRRX1,CS4
RASSF9,CS6
CD7,CS4
KIR2DL2,
DEDD2,CS5
PGM1,CS4
PPP1R3A,CS6
KIF20B,CS3
IRF7,CS5
PICALM,CS7
SERPINB6,CS5
IRF5,CS4
TCF7L1,CS4
ATF6B,CS4
SIRPB1,CS7
TYROBP,CS6
FMN1,CS6
WBP4,CS3
FNBP4,CS1
TNFSF13,CS5
TNFSF13B,CS5
CEP250,CS4
ESM1,CS6
VNN2,CS4
POLR3G,CS5
INPP5A,CS4
PRDM1,CS5
GCH1,CS5
GABRB2,CS5
DAD1,CS0
GMFB,CS4
MAPKAPK3,CS6
P2RY1,CS6
CKM,CS5
FHL1,CS7
PPIF,CS5
ALDOB,CS5
ALDOC,CS3
ADRA2A,CS5
DUSP4,CS5
SLC1A2,CS5
AQP4,CS7
PDAP1,CS0
GP5,CS6
TPD52L2,CS4
MERTK,CS6
SELPLG,CS6
UROD,CS2
SSH1,CS3
SSH2,CS4
CD209,CS5
AKR1C2,CS4
LYPLA1,CS3
RBP4,CS5
APBB3,CS5
CALU,CS6
RNH1,CS4
PSMB7,CS0
C8A,CS6
SLAMF6,CS5
MPZL1,CS5
SIGLEC11,CS2
PROS1,CS3
NRCAM,CS6
PRKX,CS5
CFAP91,CS4
FGF10,CS6
NEFM,CS6
MUTYH,CS4
LIPC,CS5
BCL11A,CS5
BCL11B,CS6
DARS2,CS4
AIMP1,CS5
TNFRSF17,CS5
NR2C2AP,CS2
TPSB2,
ARSA,CS5
PEF1,CS2
GUCY2C,CS4
TRIM7,CS6
PIK3R5,CS6
CRYAA,
CRYBB2,CS5
CRYGC,CS4
ARL5A,CS5
PALLD,CS5
VPS39,CS2
FCRL3,CS4
SERGEF,CS5
PPRC1,CS1
IRX4,CS5
SETBP1,CS6
RRAGB,CS4
LARP4B,CS5
NDE1,CS1
DAZL,CS4
DAZAP1,CS3
DAZ1,
CNOT4,CS6
PTAFR,CS6
PARD6G,CS5
FBXO5,CS0
